step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,system_total_time_loss,system_mean_time_loss,system_total_depart_delay,system_mean_depart_delay,tl_stopped,tl_accumulated_waiting_time,tl_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,5.33294876483768,28.90685380857389,2.064775272040992,15.0,1.0714285714285714,0,0.0,0.41862884946948337,0,0.0
10.0,2,0.0,0.0,9.707118035491737,62.40400460882053,2.836545664037297,22.023,1.0010454545454546,0,0.0,0.7992308301571058,0,0.0
15.0,4,5.0,0.16666666666666666,7.900584319809804,115.06706665633223,3.8355688885444077,29.072999999999997,0.9690999999999999,4,5.0,0.4456522444167438,4,5.0
20.0,8,36.0,0.972972972972973,7.724147941029872,190.43235635992932,5.146820442160252,40.234,1.0874054054054054,8,36.0,0.39587056153785105,8,36.0
25.0,19,100.0,2.1739130434782608,5.815632043981518,298.89165595759425,6.497644694730311,56.80899999999999,1.2349782608695654,18,100.0,0.2629881530801834,18,100.0
30.0,25,197.0,3.7884615384615383,4.959535108694286,421.89200316923643,8.113307753254544,59.434,1.1429615384615384,25,195.0,0.23629919656771703,25,195.0
35.0,24,252.0,4.421052631578948,4.155461623171635,588.8013137281113,10.329847609265107,76.13399999999997,1.3356842105263158,24,260.0,0.18761342402353332,24,260.0
40.0,35,386.0,6.03125,4.051264428047755,761.8942233269437,11.904597239483497,95.90899999999996,1.498578125,33,383.0,0.17753476371473434,33,383.0
45.0,41,554.0,7.914285714285715,4.101569236962232,985.0949783306619,14.072785404723739,110.10699999999997,1.5729571428571427,38,549.0,0.1263010733553579,38,549.0
50.0,44,748.0,9.58974358974359,3.47495535766554,1190.252855756303,15.259651996875682,136.02499999999998,1.7439102564102564,40,741.0,0.10188191257292367,40,741.0
55.0,56,988.0,11.903614457831326,2.7611497931808486,1417.5036886185571,17.078357694199486,159.38099999999994,1.9202530120481929,50,975.0,0.11292895736997777,50,975.0
60.0,43,571.0,6.488636363636363,3.2619561490964815,1709.4013743788553,19.42501561794154,169.07099999999997,1.9212613636363636,36,870.0,0.1560051749384949,36,870.0
65.0,33,521.0,5.602150537634409,4.616066249933661,2008.4107457900773,21.59581447086105,174.93799999999996,1.8810537634408604,27,761.0,0.2157081619265407,27,761.0
70.0,34,627.0,6.6,4.794972120637018,2191.096743944056,23.064176252042696,174.70799999999997,1.8390315789473684,29,764.0,0.1965937436778655,29,764.0
75.0,36,790.0,8.494623655913978,4.855858302453982,2145.578542544028,23.070737016602454,186.96399999999997,2.0103655913978495,35,900.0,0.18267788612320363,35,900.0
80.0,39,969.0,10.419354838709678,4.158742447470483,2163.91599019217,23.26791387303409,237.54999999999998,2.554301075268817,38,1038.0,0.14323302298632443,38,1038.0
85.0,41,1166.0,12.813186813186814,4.06869487956905,2289.0553859036913,25.15445479015045,259.869,2.8557032967032963,40,1210.0,0.13136853081478522,40,1210.0
90.0,46,1382.0,14.395833333333334,3.9072893919868097,2505.717932572436,26.101228464296213,309.10900000000004,3.219885416666667,46,1396.0,0.13066739033424468,46,1396.0
95.0,51,1617.0,16.670103092783506,4.190410011629669,2615.331271580926,26.96217805753531,342.37300000000005,3.5296185567010308,50,1613.0,0.1243471022543699,50,1613.0
100.0,56,1873.0,18.73,4.044741486776723,2767.8324933627114,27.678324933627124,365.35900000000004,3.65359,55,1869.0,0.13631513038500123,55,1869.0
105.0,61,2152.0,21.52,3.5079182167181617,2873.231680301231,28.732316803012317,372.93499999999995,3.72935,61,2148.0,0.08114744548796576,61,2148.0
110.0,63,2454.0,23.596153846153847,3.7129877996646288,3134.2655819618185,30.13716905732518,415.18999999999994,3.9922115384615386,61,2449.0,0.12312369133705452,61,2449.0
115.0,67,2770.0,27.7,3.09301033195328,3395.2047031703996,33.952047031704,352.95799999999997,3.5295799999999997,64,2762.0,0.08694712357504393,64,2762.0
120.0,68,3097.0,29.21698113207547,3.272901683309604,3718.166293883175,35.07704050833185,400.15199999999993,3.775018867924528,67,3093.0,0.09221911344249402,67,3093.0
125.0,72,3439.0,32.75238095238095,3.168163453555921,4050.005146782252,38.5714775884024,436.937,4.161304761904761,71,3435.0,0.08020352790511423,71,3435.0
130.0,73,3798.0,35.495327102803735,3.183745050231174,4390.392073504756,41.03170162153977,415.0999999999999,3.8794392523364483,73,3794.0,0.06329556227329487,73,3794.0
