step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,system_total_time_loss,system_mean_time_loss,system_total_depart_delay,system_mean_depart_delay,tl_stopped,tl_accumulated_waiting_time,tl_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,1,0.0,0.0,4.968962347946752,29.456440583223674,1.963762705548245,15.4,1.0266666666666666,0,0.0,0.3811812755298294,0,0.0
10.0,2,0.0,0.0,9.842125777786757,57.35946626221559,2.7314031553435996,23.396000000000004,1.114095238095238,1,0.0,0.7881768486183148,1,0.0
15.0,2,2.0,0.06666666666666667,7.128022862286749,107.08624011691188,3.5695413372303952,29.706000000000007,0.9902000000000001,2,2.0,0.36456197455840333,2,2.0
20.0,9,38.0,1.0,7.654314782529366,178.8649449371989,4.706972235189443,44.281,1.1652894736842105,9,38.0,0.40593151208487266,9,38.0
25.0,16,89.0,1.934782608695652,6.0122292380740605,274.0628935706427,5.957888990666146,60.416000000000004,1.3133913043478262,14,89.0,0.24094758480192827,14,89.0
30.0,23,177.0,3.339622641509434,5.128724682260849,392.9295250326671,7.413764623257868,68.16299999999998,1.2860943396226414,22,177.0,0.18648731912873528,22,177.0
35.0,22,229.0,4.017543859649122,5.507405044262925,542.1452443494275,9.511320076305747,84.39299999999997,1.480578947368421,21,229.0,0.23188603576449243,21,229.0
40.0,29,345.0,5.476190476190476,5.464128395216232,684.8185810450623,10.870136207064482,89.48499999999997,1.4203968253968253,27,345.0,0.1647929228369504,27,345.0
45.0,35,489.0,7.1911764705882355,4.9468538218027165,866.5098391211944,12.742791751782272,111.52799999999998,1.6401176470588235,34,489.0,0.158083992494701,34,489.0
50.0,39,663.0,9.75,3.8063626034852063,977.1098726478334,14.369262833056375,121.41399999999997,1.7854999999999999,37,663.0,0.12534446698151386,37,663.0
55.0,36,600.0,8.219178082191782,3.676752856188192,1217.6175644522284,16.679692663729153,132.002,1.808246575342466,35,711.0,0.10971207174541724,35,711.0
60.0,36,740.0,9.367088607594937,4.440457797927453,1446.9887988261055,18.3163139091912,146.57999999999998,1.8554430379746838,35,797.0,0.14159967307195057,35,797.0
65.0,42,929.0,10.929411764705883,4.938758814472907,1693.0654366564033,19.918416901840043,174.90999999999994,2.0577647058823527,40,945.0,0.12157512947785246,40,945.0
70.0,49,1146.0,12.593406593406593,4.389803966485645,1835.5552970395909,20.170937330105396,196.73699999999997,2.1619450549450554,44,1138.0,0.11915398163514097,44,1138.0
75.0,56,1405.0,14.789473684210526,3.860002678717242,2024.8662071944298,21.31438112836242,234.16899999999995,2.464936842105263,49,1373.0,0.10237423050343883,49,1373.0
80.0,56,1653.0,16.696969696969695,3.1028870528985717,2238.9559021292775,22.615716183124015,274.878,2.776545454545455,51,1628.0,0.0932978469654622,51,1628.0
85.0,68,1968.0,19.68,2.813857777028885,2557.8917816487983,25.578917816487973,296.213,2.9621299999999997,61,1916.0,0.08135796719024933,61,1916.0
90.0,50,1427.0,13.854368932038835,3.9748568832407916,2831.042217442356,27.485846771285015,344.736,3.3469514563106797,43,1587.0,0.08813429255445612,43,1587.0
95.0,44,1402.0,13.352380952380953,5.566010175996562,3099.635638409063,29.520339413419663,393.05099999999993,3.7433428571428577,42,1616.0,0.17179353159468927,42,1616.0
100.0,46,1501.0,13.898148148148149,4.87684038102022,3303.639809004003,30.589257490777804,368.0829999999999,3.4081759259259257,43,1758.0,0.1055938757153752,43,1758.0
105.0,64,1780.0,17.8,3.106361307334698,2832.286451619985,28.322864516199857,452.16399999999993,4.52164,54,1998.0,0.10293870668489542,54,1998.0
110.0,55,1891.0,18.182692307692307,3.0160555558176223,3029.810821922693,29.132796364641287,520.4419999999999,5.00425,54,2183.0,0.07533948762339462,54,2183.0
115.0,58,2169.0,21.475247524752476,3.705747897309247,3196.8273318326815,31.65175576071963,466.98999999999995,4.6236633663366336,58,2434.0,0.09018430189863594,58,2434.0
120.0,71,2486.0,23.452830188679247,2.933848735251498,3530.942815979278,33.31078128282338,488.3669999999999,4.607235849056603,69,2752.0,0.04744834076694504,69,2752.0
125.0,79,2862.0,26.747663551401867,2.564398183039056,3833.008054473715,35.82250518199733,527.0569999999999,4.925766355140187,74,3116.0,0.07333411565098204,74,3116.0
130.0,71,2635.0,24.174311926605505,2.4211323610440414,4210.919784485585,38.63229160078518,558.5029999999999,5.1238807339449535,69,3180.0,0.04279683759674534,69,3180.0
135.0,70,2833.0,25.294642857142858,3.245542841506523,4562.566913571704,40.73720458546162,552.7489999999999,4.935258928571429,66,3303.0,0.081188713762228,66,3303.0
140.0,78,3177.0,27.153846153846153,3.041173558659953,4956.805276080666,42.365857060518515,570.5719999999999,4.87668376068376,71,3604.0,0.0775606425662284,71,3604.0
145.0,90,3576.0,30.050420168067227,2.3163332673965735,5081.298584854954,42.699988108024826,552.111,4.6395882352941165,83,3978.0,0.04495415058648771,83,3978.0
150.0,65,2235.0,19.102564102564102,3.1238269794246913,5294.047560901516,45.248269751295005,510.17199999999997,4.360444444444445,59,3305.0,0.09356320998121695,59,3305.0
155.0,59,1763.0,14.691666666666666,4.260375656555052,5637.075695169792,46.975630793081606,551.453,4.595441666666667,50,2901.0,0.11516489960977659,50,2901.0
160.0,65,1771.0,14.168,3.855052958134058,6048.318830088225,48.386550640705806,564.32,4.51456,56,3181.0,0.08934460012855545,56,3181.0
