step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,ststem_total_time_loss,system_mean_time_loss,system_total_depart_delay,system_mean_depart_delay,tl_stopped,tl_accumulated_waiting_time,tl_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,6.212870132083383,26.33573019575284,1.7557153463835227,18.0,1.2,0,0.0,0.513679390596616,0,0.0
10.0,2,0.0,0.0,9.956373050724327,49.1547689339758,2.3407032825702765,54.577,2.5989047619047616,1,0.0,0.7592055933283454,1,0.0
15.0,6,10.0,0.45454545454545453,6.1941411263889075,93.75879151537944,4.261763250699065,54.714,2.487,5,9.0,0.3600615092502077,5,9.0
20.0,12,56.0,2.1538461538461537,4.627879633514362,171.26324262292843,6.587047793189554,55.482000000000006,2.133923076923077,12,56.0,0.16064737555707181,12,56.0
25.0,15,124.0,4.769230769230769,4.184818472725903,254.3069406531481,9.781036178967234,56.487,2.172576923076923,15,124.0,0.17306815383429838,15,124.0
30.0,17,206.0,8.583333333333334,2.6740304502362107,330.44878495391555,13.768699373079818,47.829,1.992875,17,206.0,0.030248394272537348,17,206.0
35.0,19,297.0,10.607142857142858,2.908738094505389,434.44569895233354,15.515917819726198,50.199,1.7928214285714288,19,297.0,0.08871723063093032,19,297.0
40.0,20,394.0,13.586206896551724,2.292168711640027,542.2061885657945,18.696765122958432,51.817,1.7867931034482758,20,394.0,0.0870557424866762,20,394.0
45.0,13,312.0,10.4,3.856263986474639,653.5448004154498,21.784826680514985,52.594,1.7531333333333332,13,355.0,0.05637336146118969,13,355.0
50.0,15,377.0,11.088235294117647,4.544174814660668,760.5889906310324,22.370264430324482,54.89800000000001,1.6146470588235293,14,390.0,0.19533185043811147,14,390.0
55.0,18,456.0,13.411764705882353,4.231087408538091,778.9418508799536,22.910054437645698,54.13600000000001,1.592235294117647,16,449.0,0.12711655686690315,16,449.0
60.0,19,533.0,15.676470588235293,4.270870469719054,886.8436070379905,26.083635501117367,54.63800000000001,1.6070000000000002,19,533.0,0.0627744368118187,19,533.0
65.0,23,634.0,17.61111111111111,2.864798444346586,935.9640512953606,25.99900142487113,56.50800000000001,1.5696666666666668,22,634.0,0.046559967989507595,22,634.0
70.0,18,347.0,10.205882352941176,3.380892516153455,942.9629655939889,27.73420487041144,53.28200000000001,1.5671176470588235,17,490.0,0.0647735716275118,17,490.0
