step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,tl_1_stopped,tl_1_accumulated_waiting_time,tl_1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,5.218898495892118,0,0.0,0.3012894888204298,0,0.0
10.0,0,0.0,0.0,11.689155616565303,0,0.0,0.6656319356388979,0,0.0
15.0,0,0.0,0.0,11.284644020078872,0,0.0,0.7272940798645944,0,0.0
20.0,2,4.0,0.2857142857142857,3.3845822685087916,2,4.0,0.2467579841943451,2,4.0
25.0,5,24.0,1.5,5.8747334784168,5,24.0,0.1806039393624946,5,24.0
30.0,6,53.0,3.533333333333333,7.127035944527134,6,53.0,0.24815294366612364,6,53.0
35.0,5,32.0,2.2857142857142856,2.2403402122770877,5,57.0,0.06943909642263435,5,57.0
40.0,10,40.0,2.2222222222222223,1.5100770939858963,8,59.0,0.081513955644486,8,59.0
45.0,6,65.0,3.611111111111111,5.851878488853883,6,94.0,0.25956473375509753,6,94.0
50.0,8,102.0,5.666666666666667,4.332736205823896,8,131.0,0.08008226692565058,8,131.0
55.0,10,30.0,1.5,1.8866108582549916,10,101.0,0.014680564518187434,10,101.0
60.0,6,34.0,1.5454545454545454,6.090846421001459,2,62.0,0.2183911966445408,2,62.0
65.0,6,64.0,3.2,10.184175118391924,2,66.0,0.4098203172479288,2,66.0
70.0,8,98.0,6.125,6.004676677273242,4,80.0,0.1528396495039838,4,80.0
75.0,3,64.0,3.5555555555555554,4.013080417259859,3,99.0,0.12261689493443825,3,99.0
80.0,2,5.0,0.21739130434782608,7.787113107946266,2,18.0,0.47502280159987187,2,18.0
85.0,2,15.0,0.7142857142857143,8.98836384819088,2,28.0,0.5545917653503156,2,28.0
90.0,6,36.0,2.1176470588235294,3.694335575540632,6,49.0,0.22992860780517185,6,49.0
95.0,9,75.0,3.75,3.604522413766996,9,88.0,0.13836561602161312,9,88.0
100.0,3,11.0,0.5789473684210527,7.017177650222249,3,51.0,0.28755130369951537,3,51.0
105.0,7,38.0,2.0,6.634355159888585,3,26.0,0.1412653653730113,3,26.0
110.0,7,63.0,3.15,5.735654143278345,5,49.0,0.03620234294374227,5,49.0
115.0,3,56.0,2.9473684210526314,6.813806192109288,3,66.0,0.19434525310013565,3,66.0
120.0,2,10.0,0.625,8.43831077873634,2,41.0,0.33722039534952825,2,41.0
125.0,5,26.0,1.8571428571428572,4.500108350187914,5,36.0,0.030757649885828325,5,36.0
130.0,10,62.0,3.875,3.083402470558851,10,72.0,0.060882321967178334,10,72.0
135.0,8,102.0,6.8,5.988884195675747,8,112.0,0.21724944176725616,8,112.0
140.0,0,0.0,0.0,3.7398069657574786,0,56.0,0.13389716350787642,0,56.0
145.0,9,7.0,0.35,3.7056399137109195,6,0.0,0.05336106374617068,6,0.0
150.0,5,26.0,1.0833333333333333,8.161003355049566,2,8.0,0.36286789657810353,2,8.0
155.0,2,2.0,0.09523809523809523,8.734655620874852,0,0.0,0.7147152333122614,0,0.0
160.0,2,2.0,0.1,5.911085985191655,2,2.0,0.4005430105377024,2,2.0
165.0,6,25.0,1.0869565217391304,3.778805114112948,6,26.0,0.10334113934855775,6,26.0
170.0,8,60.0,2.727272727272727,4.335858525213192,6,55.0,0.1691305194447146,6,55.0
