step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,tl_1_stopped,tl_1_accumulated_waiting_time,tl_1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,4.000953367530122,0,0.0,0.24437044155972573,0,0.0
10.0,0,0.0,0.0,10.731960538314793,0,0.0,0.6723501562681656,0,0.0
15.0,0,0.0,0.0,11.114150814563127,0,0.0,0.7861192946362849,0,0.0
20.0,3,6.0,0.375,5.9486571991975286,3,6.0,0.1682379917998148,3,6.0
25.0,5,29.0,1.8125,6.000500243017908,5,29.0,0.18593557593888446,5,29.0
30.0,6,58.0,3.8666666666666667,8.347082659481257,6,58.0,0.2608890802110997,6,58.0
35.0,7,90.0,6.428571428571429,5.791157675283734,6,88.0,0.0,6,88.0
40.0,8,118.0,7.375,3.2682520714780208,8,118.0,0.06490757821411897,8,118.0
45.0,2,44.0,2.75,7.649889558294695,2,91.0,0.302534735085609,2,91.0
50.0,2,2.0,0.13333333333333333,5.0592812086954,0,44.0,0.24443705035924868,0,44.0
55.0,13,27.0,1.5,0.8040693920836797,10,61.0,0.0019290912697216556,10,61.0
60.0,6,45.0,2.5,4.091516066919251,6,94.0,0.13450744610327017,6,94.0
65.0,2,10.0,0.5555555555555556,8.253978914400736,2,77.0,0.3036377131740994,2,77.0
70.0,4,25.0,1.5625,5.816154888308509,2,69.0,0.17484565434707605,2,69.0
75.0,4,39.0,1.8571428571428572,6.920988968413575,2,79.0,0.15902737421352106,2,79.0
80.0,2,40.0,1.9047619047619047,7.898821835956049,2,89.0,0.4516032023986361,2,89.0
85.0,2,50.0,2.380952380952381,10.274025692387076,2,99.0,0.6111942670691829,2,99.0
90.0,5,66.0,3.6666666666666665,6.3884337188800435,3,112.0,0.19423976437036444,3,112.0
95.0,7,93.0,4.894736842105263,4.287322943529928,7,142.0,0.15114621714660123,7,142.0
100.0,4,26.0,1.5294117647058822,7.436407670339548,4,47.0,0.3089264546291721,4,47.0
105.0,1,1.0,0.0625,5.127620071390705,1,12.0,0.2715670075278083,1,12.0
110.0,10,32.0,1.8823529411764706,0.9580643929118084,7,34.0,0.02259569756747028,7,34.0
115.0,6,52.0,2.888888888888889,4.775613005713259,6,67.0,0.15802618357030518,6,67.0
120.0,2,10.0,0.5555555555555556,8.058148806877897,2,45.0,0.2673720657233331,2,45.0
125.0,4,25.0,1.5625,6.144185789517044,2,35.0,0.15672646532500273,2,35.0
130.0,5,35.0,1.6666666666666667,7.513336397358604,4,45.0,0.12027987475788815,4,45.0
135.0,2,40.0,2.5,9.651390545312498,2,55.0,0.39446251023255424,2,55.0
140.0,2,50.0,3.8461538461538463,6.727773720042683,2,65.0,0.19824670865519634,2,65.0
145.0,10,14.0,0.7777777777777778,2.1347894656472977,10,14.0,0.0017176394137487852,10,14.0
150.0,6,43.0,2.263157894736842,5.519200144263997,6,43.0,0.2892025650172752,6,43.0
155.0,6,73.0,3.65,8.330126860934698,6,73.0,0.43416156617186374,6,73.0
160.0,10,111.0,6.166666666666667,2.9370701019662517,10,111.0,0.2734134944336597,10,111.0
165.0,7,29.0,1.3181818181818181,2.0270389082175058,7,79.0,0.0780186630320782,7,79.0
170.0,10,43.0,1.7916666666666667,5.9859571573126,6,45.0,0.20557034944482924,6,45.0
175.0,10,93.0,3.875,8.289583081112196,6,66.0,0.16503248699800724,6,66.0
180.0,6,96.0,5.052631578947368,4.9741839527460625,6,102.0,0.015294646976570694,6,102.0
185.0,6,46.0,2.1904761904761907,4.0749268271025345,6,93.0,0.11288755129524068,6,93.0
190.0,7,34.0,1.7,6.5374951744053345,4,72.0,0.3116134774841292,4,72.0
195.0,7,52.0,2.736842105263158,3.240943307608215,7,98.0,0.07256934384059002,7,98.0
200.0,10,95.0,4.318181818181818,4.120354559856335,10,101.0,0.020978271185706835,10,101.0
205.0,10,145.0,7.25,5.589974782895308,10,151.0,0.1354106397464277,10,151.0
210.0,10,195.0,11.470588235294118,3.9978693834967904,10,201.0,0.14010296699794111,10,201.0
215.0,6,41.0,2.411764705882353,1.7033707476642679,6,119.0,0.02157556586736442,6,119.0
220.0,7,7.0,0.2692307692307692,4.534838291186877,4,12.0,0.18868619011438792,4,12.0
225.0,6,36.0,1.2857142857142858,8.96177309592501,2,11.0,0.5257444596955556,2,11.0
230.0,0,0.0,0.0,8.224101007780678,0,15.0,0.47521363916702264,0,15.0
235.0,10,18.0,0.6923076923076923,3.9084296322123118,10,33.0,0.16142975593974285,10,33.0
240.0,10,62.0,2.5833333333333335,3.596815016728767,8,72.0,0.12326938306330736,8,72.0
245.0,8,97.0,4.619047619047619,5.120534366333895,8,117.0,0.1937865923050764,8,117.0
250.0,11,144.0,7.2,3.4683487299464844,11,159.0,0.012033481767884328,11,159.0
255.0,14,212.0,9.636363636363637,3.0205782463834243,14,227.0,0.03240195629022307,14,227.0
260.0,6,65.0,2.9545454545454546,5.003370840195473,6,165.0,0.1635738470546527,6,165.0
265.0,3,6.0,0.3,5.960514080220227,0,42.0,0.21195845114662654,0,42.0
270.0,8,37.0,1.85,7.374289614502395,4,33.0,0.07775720199799561,4,33.0
275.0,3,23.0,1.0454545454545454,6.32837753209179,3,52.0,0.12730265394676404,3,52.0
280.0,0,0.0,0.0,9.834909349762352,0,9.0,0.4929696872778519,0,9.0
285.0,4,8.0,0.5,7.382217218399848,1,1.0,0.37880044084396286,1,1.0
290.0,3,22.0,1.1578947368421053,6.19657563880934,1,6.0,0.10158475926538739,1,6.0
295.0,2,0.0,0.0,7.263059285490449,2,8.0,0.38780931578592326,2,8.0
300.0,1,4.0,0.21052631578947367,9.653778091735001,1,12.0,0.6356792957575306,1,12.0
305.0,5,16.0,0.9411764705882353,5.226411936935259,5,24.0,0.4066260638177131,5,24.0
310.0,9,48.0,2.2857142857142856,3.8181024416900646,9,56.0,0.1172083417868907,9,56.0
315.0,7,83.0,4.611111111111111,7.09938310655291,7,91.0,0.22012900291424262,7,91.0
320.0,7,118.0,6.9411764705882355,5.450635909381576,7,126.0,0.0941378074349559,7,126.0
325.0,17,174.0,9.666666666666666,0.5396172873848921,17,182.0,7.371524392663195e-05,17,182.0
330.0,13,239.0,12.578947368421053,2.4051816994324327,13,247.0,0.08369074624729868,13,247.0
335.0,5,66.0,3.473684210526316,4.973307919908693,5,167.0,0.18409674506883722,5,167.0
340.0,4,10.0,0.5263157894736842,4.733487987084451,0,40.0,0.1118639473128617,0,40.0
345.0,8,43.0,1.8695652173913044,6.972322827328507,4,28.0,0.0925134967233689,4,28.0
350.0,6,62.0,3.1,7.196180474703328,3,40.0,0.26123698361034714,3,40.0
355.0,1,1.0,0.05555555555555555,8.551377524983977,1,49.0,0.2802748338065604,1,49.0
360.0,6,17.0,1.2142857142857142,3.1694970845627055,6,65.0,0.0024000199537495175,6,65.0
365.0,9,62.0,2.8181818181818183,3.6090610893388497,9,110.0,0.17381090891660583,9,110.0
370.0,9,107.0,4.863636363636363,6.816533241570867,9,155.0,0.4039611235721,9,155.0
375.0,11,154.0,7.333333333333333,2.924910675828443,11,202.0,0.2432450662337136,11,202.0
380.0,10,54.0,2.16,1.4802082915989794,10,145.0,0.0672808153459107,10,145.0
385.0,9,36.0,1.3333333333333333,4.860317610377128,6,69.0,0.15829380548319544,6,69.0
390.0,13,95.0,3.5185185185185186,7.443572802025236,9,101.0,0.19459044124136204,9,101.0
395.0,15,166.0,7.217391304347826,4.173739484891404,11,152.0,1.3496104047514488e-05,11,152.0
400.0,9,128.0,4.923076923076923,3.8373721736630535,9,201.0,0.0659309113246184,9,201.0
405.0,9,158.0,6.869565217391305,6.0108852662170085,9,239.0,0.17703621647597703,9,239.0
410.0,7,88.0,4.0,3.9781845188420757,7,226.0,0.09761700190625669,7,226.0
415.0,16,80.0,3.4782608695652173,0.7089660022582598,13,212.0,0.011607014333953333,13,212.0
420.0,12,132.0,5.739130434782608,2.5373668583096904,12,272.0,0.09367532826524463,12,272.0
425.0,13,188.0,8.173913043478262,5.262483570483284,13,331.0,0.13899310577132729,13,331.0
430.0,7,82.0,3.9047619047619047,2.3484966061099875,7,252.0,0.03390899344991965,7,252.0
435.0,5,30.0,1.1111111111111112,4.345054905905205,2,166.0,0.12593975920654482,2,166.0
440.0,8,60.0,1.875,7.144440349559778,5,183.0,0.32691491363538655,5,183.0
445.0,8,88.0,3.259259259259259,6.157022704624042,5,188.0,0.42882281824254503,5,188.0
450.0,7,83.0,3.4583333333333335,4.807259249291632,7,223.0,0.2002861809972454,7,223.0
455.0,8,20.0,0.7692307692307693,3.177196496750054,8,136.0,0.090670636547309,8,136.0
460.0,8,47.0,1.8076923076923077,6.121029338458623,8,159.0,0.26714562259600066,8,159.0
465.0,12,93.0,3.72,3.9200455198078608,11,202.0,0.05220536035789195,11,202.0
470.0,15,153.0,6.375,1.8970621086394768,15,268.0,0.014358059778138185,15,268.0
475.0,8,82.0,3.28,4.663964472791971,8,201.0,0.13466436453808728,8,201.0
480.0,5,30.0,1.25,6.286241574624434,2,114.0,0.2720597923282694,2,114.0
485.0,9,68.0,2.9565217391304346,5.590619794310009,5,132.0,0.004991288830675568,5,132.0
