step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,tl_1_stopped,tl_1_accumulated_waiting_time,tl_1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,4.914373142165131,0,0.0,0.27876097828511026,0,0.0
10.0,0,0.0,0.0,11.778942826752187,0,0.0,0.6798635652097111,0,0.0
15.0,0,0.0,0.0,10.551238834714496,0,0.0,0.6877085937244646,0,0.0
20.0,3,8.0,0.5714285714285714,2.9194221301336176,3,8.0,0.12261215198330415,3,8.0
25.0,6,35.0,2.1875,5.759970205369007,6,35.0,0.19060481907450819,6,35.0
30.0,2,17.0,1.1333333333333333,7.733002723428622,2,37.0,0.3578524579198141,2,37.0
35.0,5,7.0,0.5,1.372115988655926,3,22.0,0.050843345039144894,3,22.0
40.0,9,36.0,2.0,1.9847714447286233,9,55.0,0.0708175079036649,9,55.0
45.0,8,67.0,3.7222222222222223,7.116678592206124,8,89.0,0.22609982737748874,8,89.0
50.0,2,14.0,0.8235294117647058,5.22089360610435,2,62.0,0.11341068093498421,2,62.0
55.0,10,32.0,1.6842105263157894,3.9615786704416656,6,46.0,0.05315798466887945,6,46.0
60.0,4,48.0,2.4,8.109009177156771,2,56.0,0.19254758658616283,2,56.0
65.0,2,44.0,2.75,9.654619543526731,2,66.0,0.4197970455624807,2,66.0
70.0,2,2.0,0.13333333333333333,5.367847157028038,2,2.0,0.10977038929698198,2,2.0
75.0,6,23.0,1.2777777777777777,4.367355061011396,6,23.0,0.1266490265225861,6,23.0
80.0,6,53.0,2.65,6.705368616989628,6,53.0,0.35232321549522116,6,53.0
85.0,6,83.0,4.611111111111111,5.699443407854572,6,83.0,0.40016781659762485,6,83.0
90.0,3,10.0,0.5555555555555556,3.100881506728455,3,46.0,0.304726734629762,3,46.0
95.0,8,26.0,1.0833333333333333,4.637797731059436,4,20.0,0.1577227399358845,4,20.0
100.0,10,72.0,3.0,8.780948553255813,6,44.0,0.25941594937145834,6,44.0
105.0,6,74.0,3.7,5.18223895613572,6,74.0,0.10780138970346566,6,74.0
110.0,7,45.0,2.142857142857143,2.78950330623572,7,77.0,0.0399620881566661,7,77.0
115.0,8,48.0,2.1818181818181817,4.046354266522794,6,75.0,0.16022401285591384,6,75.0
120.0,7,79.0,3.95,4.98389842035371,7,110.0,0.19607507398379292,7,110.0
125.0,12,116.0,6.444444444444445,2.4873647335254043,12,150.0,0.004430042288958372,12,150.0
130.0,8,36.0,1.565217391304348,3.523827177358389,8,120.0,0.06174431780494847,8,120.0
135.0,6,31.0,1.4090909090909092,7.326497840419481,2,67.0,0.3172077196004137,2,67.0
140.0,6,61.0,2.9047619047619047,9.448003773039002,2,67.0,0.2458058306739154,2,67.0
145.0,8,43.0,1.9545454545454546,4.846562546002059,8,80.0,0.011941585747659265,8,80.0
150.0,4,14.0,0.6363636363636364,5.768477379966047,4,17.0,0.2969972994289389,4,17.0
155.0,4,34.0,1.5454545454545454,9.269538936543277,4,37.0,0.5240383056965988,4,37.0
160.0,6,57.0,3.0,6.164166602329561,6,60.0,0.33443399975582133,6,60.0
165.0,12,104.0,4.9523809523809526,2.4247709731881324,12,107.0,0.08574034037310957,12,107.0
170.0,7,37.0,1.7619047619047619,4.264659036882558,7,75.0,0.15752216214851344,7,75.0
175.0,9,54.0,2.5714285714285716,5.619248678008658,5,47.0,0.21500843090040755,5,47.0
180.0,11,102.0,4.857142857142857,5.9306791405488175,7,75.0,6.197672023749499e-05,7,75.0
185.0,5,97.0,4.041666666666667,6.818759623623916,5,106.0,0.12532753810748218,5,106.0
190.0,3,28.0,1.4,8.213674905352729,3,83.0,0.3612441293990327,3,83.0
195.0,3,18.0,1.0,4.695009656235852,3,48.0,0.09603862235533701,3,48.0
200.0,8,50.0,2.6315789473684212,4.113962859153826,8,59.0,0.020529985232177486,8,59.0
205.0,8,90.0,5.0,6.399268635859553,8,99.0,0.15360028423259525,8,99.0
210.0,0,0.0,0.0,6.826181918819179,0,48.0,0.29969957704510375,0,48.0
215.0,3,5.0,0.35714285714285715,6.1445560010498,0,0.0,0.20278224290944105,0,0.0
220.0,7,11.0,0.4583333333333333,6.535985270659101,6,6.0,0.15629420558133403,6,6.0
225.0,0,0.0,0.0,8.930571250378291,0,7.0,0.5523641379961061,0,7.0
230.0,2,10.0,0.47619047619047616,7.149714703865077,2,17.0,0.4967411339071065,2,17.0
235.0,13,38.0,1.7272727272727273,2.65888660114349,12,43.0,0.17429036720959698,12,43.0
240.0,12,93.0,4.2272727272727275,3.0357769898582876,8,83.0,0.14606366805905646,8,83.0
245.0,8,116.0,5.8,5.444381091135133,8,125.0,0.21460549294727282,8,125.0
250.0,6,14.0,0.7,4.117498507626907,6,82.0,0.03427421332797474,6,82.0
255.0,4,24.0,1.0909090909090908,5.276237235904162,2,24.0,0.10609946434025748,2,24.0
260.0,7,53.0,2.5238095238095237,7.310317543091809,4,41.0,0.26302169534833686,4,41.0
265.0,5,69.0,4.0588235294117645,6.957652020023116,3,57.0,0.27083252917406336,3,57.0
270.0,8,105.0,6.5625,5.587182923722134,4,69.0,0.0009395089772225313,4,69.0
275.0,2,58.0,3.2222222222222223,5.649553988455057,2,69.0,0.15013032787770336,2,69.0
280.0,2,68.0,4.0,10.492462180556148,2,70.0,0.4224179688229518,2,70.0
285.0,2,78.0,5.2,9.464992691644154,2,80.0,0.2617446939578098,2,80.0
290.0,2,88.0,5.866666666666666,4.612452595492101,2,90.0,0.10090318002777383,2,90.0
295.0,3,98.0,5.444444444444445,7.394882381927736,3,100.0,0.38442947037604647,3,100.0
300.0,2,108.0,6.352941176470588,9.572237524591833,2,110.0,0.5984881838844638,2,110.0
305.0,4,7.0,0.5,2.677998744864046,4,8.0,0.23979756548552303,4,8.0
310.0,8,35.0,1.75,3.3722798414774666,8,35.0,0.17212701416297918,8,35.0
315.0,9,72.0,3.6,6.624376492119204,8,68.0,0.22259759468421522,8,68.0
320.0,7,97.0,5.388888888888889,3.9641670644431466,7,101.0,0.08395675687340934,7,101.0
325.0,9,19.0,0.8636363636363636,3.9002712148436243,9,66.0,0.01572599111136104,9,66.0
330.0,5,28.0,1.2727272727272727,6.217033804836058,2,29.0,0.2051116009735487,2,29.0
335.0,6,58.0,2.761904761904762,10.416989358154073,2,36.0,0.4398298014088092,2,36.0
340.0,6,88.0,5.866666666666666,6.575525088884385,2,46.0,0.1723280255082026,2,46.0
345.0,4,60.0,3.75,4.122614219159278,4,64.0,0.08054105837156869,4,64.0
350.0,2,62.0,3.875,8.375805214658584,2,66.0,0.33625449539890806,2,66.0
355.0,2,72.0,4.5,9.790901222528323,2,76.0,0.3467281701005812,2,76.0
360.0,2,82.0,5.857142857142857,7.490546046717668,2,86.0,0.00723854512905314,2,86.0
365.0,2,10.0,0.5555555555555556,5.47290024279038,2,10.0,0.280322157312363,2,10.0
370.0,2,20.0,1.1764705882352942,10.421111153572197,2,20.0,0.6091466734673116,2,20.0
375.0,6,34.0,2.0,7.082393228042645,6,34.0,0.4023815713473594,6,34.0
380.0,8,67.0,3.7222222222222223,3.1990637446706898,8,67.0,0.15705027033542446,8,67.0
385.0,8,107.0,5.631578947368421,4.380752713706374,8,107.0,0.1524225005269432,8,107.0
390.0,8,147.0,7.7368421052631575,7.151356847347702,8,147.0,0.18883716040129103,8,147.0
395.0,10,189.0,11.117647058823529,2.3962413250987886,10,189.0,0.005204285346866386,10,189.0
400.0,16,259.0,12.95,1.1906788389739795,16,259.0,0.042604169881799187,16,259.0
405.0,6,93.0,4.65,5.372092063502651,6,173.0,0.20135748093816333,6,173.0
410.0,2,5.0,0.25,4.961723959164987,0,42.0,0.1496614132099981,0,42.0
415.0,12,34.0,1.4166666666666667,5.647054012183399,8,30.0,0.052165809529119644,8,30.0
420.0,4,44.0,1.9130434782608696,7.368941584999608,0,7.0,0.206631790985352,0,7.0
425.0,3,36.0,2.0,9.447679620091101,1,13.0,0.38399820999725554,1,13.0
430.0,6,56.0,4.0,6.178899416643047,2,13.0,0.1645205353618891,2,13.0
435.0,1,6.0,0.375,4.414478634031319,1,26.0,0.17451808052751733,1,26.0
440.0,0,0.0,0.0,8.820295577923146,0,0.0,0.5292333753598248,0,0.0
445.0,0,0.0,0.0,10.80835861229913,0,0.0,0.772220773793614,0,0.0
450.0,2,4.0,0.25,8.327085505392795,0,0.0,0.5859060023512229,0,0.0
455.0,5,12.0,0.6666666666666666,4.752667966534924,5,12.0,0.13835069863824065,5,12.0
460.0,2,9.0,0.5625,8.462485901205103,2,21.0,0.3575311847095873,2,21.0
465.0,3,6.0,0.42857142857142855,2.9573085941031456,0,9.0,0.11551084088193334,0,9.0
470.0,6,21.0,1.3125,1.5887319029415372,6,33.0,0.03510693776837676,6,33.0
475.0,8,59.0,3.2777777777777777,6.2406632214045255,8,71.0,0.15723942605936966,8,71.0
480.0,2,18.0,1.125,6.854267014492546,2,51.0,0.2789045156568063,2,51.0
485.0,5,34.0,2.2666666666666666,5.6000490895352355,2,40.0,0.12733101626840618,2,40.0
490.0,4,38.0,1.8095238095238095,7.637035538570224,4,50.0,0.10905177763428811,4,50.0
495.0,2,48.0,3.2,9.596882659989506,2,60.0,0.3793410999926865,2,60.0
500.0,0,0.0,0.0,7.660922156415184,0,0.0,0.2845265174247859,0,0.0
505.0,12,13.0,0.8125,2.5349794027414285,12,13.0,0.0002957985360158831,12,13.0
510.0,6,43.0,2.388888888888889,5.594467452511995,6,43.0,0.2696099481813742,6,43.0
515.0,6,73.0,4.055555555555555,7.79290076687504,6,73.0,0.46675341073940785,6,73.0
520.0,8,107.0,5.944444444444445,3.130110297387861,8,107.0,0.25855122265028074,8,107.0
525.0,14,164.0,7.130434782608695,2.6415645617453656,13,163.0,0.1104115100953996,13,163.0
