step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,tl_stopped,tl_accumulated_waiting_time,tl_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,5.5719992372502265,0,0.0,0.44810403209856053,0,0.0
10.0,3,0.0,0.0,9.657033577962604,1,0.0,0.7699790545582036,1,0.0
15.0,3,3.0,0.125,5.6212325272181785,2,3.0,0.3056274294763078,2,3.0
20.0,12,48.0,1.8461538461538463,4.10706526960528,11,48.0,0.1123616618107458,11,48.0
25.0,16,119.0,4.25,4.081814422707632,16,119.0,0.07160439354867568,16,119.0
30.0,19,206.0,7.357142857142857,2.492627307054519,19,206.0,0.06666406611742158,19,206.0
35.0,16,209.0,6.966666666666667,4.154961208204852,14,216.0,0.17600235636721454,14,216.0
40.0,15,281.0,8.78125,4.55417562807945,15,281.0,0.12508514603372003,15,281.0
45.0,19,369.0,11.181818181818182,4.539171545946596,17,363.0,0.07174835108368685,17,363.0
50.0,20,464.0,14.5,3.8815337827170575,17,448.0,0.12032177584369783,17,448.0
55.0,19,539.0,16.333333333333332,3.3036829547151334,19,539.0,0.07103289718204656,19,539.0
60.0,20,638.0,18.228571428571428,4.15128245908801,20,638.0,0.10192642426249672,20,638.0
65.0,22,741.0,20.583333333333332,3.6490632126514577,22,741.0,0.1070303065793144,22,741.0
70.0,24,856.0,23.135135135135137,3.274252059793146,24,856.0,0.09279174119588617,24,856.0
75.0,28,983.0,27.305555555555557,2.2249192519967975,26,982.0,0.036297473820202826,26,982.0
80.0,29,1117.0,26.595238095238095,2.5213498637392218,27,1117.0,0.02303495251081932,27,1117.0
85.0,29,1260.0,28.636363636363637,2.8191276039242683,29,1260.0,0.07912267684181906,29,1260.0
90.0,32,1414.0,33.666666666666664,2.3472738441118213,32,1414.0,0.09025381905280903,32,1414.0
95.0,34,1577.0,35.044444444444444,1.7806918049553948,34,1577.0,0.03253339965889247,34,1577.0
100.0,38,1753.0,35.775510204081634,2.4065351035536544,36,1753.0,0.04810343051976209,36,1753.0
105.0,38,1935.0,38.7,2.1894271333933353,37,1934.0,0.03540436101825033,37,1934.0
110.0,37,1822.0,36.44,1.831877904312749,35,1816.0,0.04541681795419528,35,1816.0
115.0,41,2012.0,37.9622641509434,2.057856427892537,39,1999.0,0.014212680603530101,39,1999.0
120.0,46,2223.0,39.69642857142857,1.8705283578098706,41,2200.0,0.0005295469046182044,41,2200.0
125.0,48,2449.0,44.527272727272724,0.7702162413553497,43,2410.0,0.0161092887574168,43,2410.0
130.0,46,2608.0,44.96551724137931,1.6354601799902506,41,2544.0,0.030873254244467387,41,2544.0
135.0,48,2840.0,46.557377049180324,1.9230252079326524,43,2751.0,0.039534751534023416,43,2751.0
140.0,52,3088.0,48.25,1.490327128416965,45,2970.0,0.0022654957114628693,45,2970.0
145.0,57,3357.0,53.285714285714285,0.5960622727828316,48,3204.0,0.0164433723051252,48,3204.0
150.0,52,2766.0,40.08695652173913,1.2308508768102788,40,2915.0,0.020786430999877665,40,2915.0
155.0,50,2997.0,42.2112676056338,2.8982086589248746,40,2823.0,0.07559983034259014,40,2823.0
160.0,58,3264.0,44.71232876712329,1.9546913131602073,45,3031.0,0.03582857781544151,45,3031.0
165.0,64,3568.0,50.25352112676056,0.8136696081401564,50,3269.0,0.0001960282633880615,50,3269.0
170.0,43,1595.0,22.464788732394368,1.9881935287368095,26,2248.0,0.0814005253344039,26,2248.0
175.0,33,1338.0,17.84,4.660822690941992,25,1705.0,0.14768185224406272,25,1705.0
180.0,34,1466.0,19.289473684210527,4.527368177857035,29,1995.0,0.04292479443867578,29,1995.0
185.0,46,1671.0,25.318181818181817,2.01438440569354,38,2277.0,0.04886804513380241,38,2277.0
190.0,45,1043.0,16.555555555555557,1.6135074523887858,36,1997.0,0.055695270668342164,36,1997.0
195.0,50,1279.0,19.676923076923078,1.3947213190905265,40,2023.0,0.038351191349872985,40,2023.0
200.0,57,1541.0,22.333333333333332,1.3925323036667934,43,2228.0,0.0005921287892610984,43,2228.0
205.0,57,1824.0,26.823529411764707,1.7648559221310536,44,2448.0,0.023851762979360362,44,2448.0
210.0,58,2011.0,30.46969696969697,0.7713432151022673,42,2565.0,0.011314467605038054,42,2565.0
215.0,61,2307.0,33.43478260869565,1.0063434126468718,44,2781.0,6.000757502847537e-05,44,2781.0
220.0,63,2615.0,39.02985074626866,0.6081199094203376,44,3001.0,0.015691137990812884,44,3001.0
225.0,66,2931.0,40.708333333333336,0.20179035030714734,44,3221.0,0.007922452081738288,44,3221.0
230.0,42,2225.0,30.06756756756757,2.162929251294152,22,2479.0,0.09862914969890772,22,2479.0
235.0,40,2138.0,28.13157894736842,4.083342503194223,25,2271.0,0.15088416508841884,25,2271.0
240.0,43,2325.0,30.592105263157894,3.5561029560934565,31,2519.0,0.013969349533493661,31,2519.0
245.0,51,2565.0,37.17391304347826,2.0337041384940364,38,2761.0,0.05989780277232825,38,2761.0
250.0,38,1386.0,20.686567164179106,2.056167715026038,21,2133.0,0.0975850789292955,21,2133.0
255.0,33,843.0,12.582089552238806,2.883271152084566,23,1753.0,0.1043813711564486,23,1753.0
260.0,29,693.0,10.043478260869565,3.1638619123068135,27,2110.0,0.07343429695140266,27,2110.0
265.0,38,867.0,12.940298507462687,2.7092269787987897,35,2443.0,0.04405830462047211,35,2443.0
270.0,38,553.0,8.507692307692308,2.0197291457956847,35,2113.0,0.03088581510102972,35,2113.0
275.0,46,750.0,11.194029850746269,2.126581482384841,36,2191.0,0.050686022637757504,36,2191.0
280.0,56,1001.0,14.507246376811594,1.9560870494801308,41,2384.0,0.00013844517880449346,41,2384.0
285.0,57,1283.0,19.439393939393938,1.0616185613306537,41,2589.0,0.021829033891765874,41,2589.0
290.0,40,806.0,11.852941176470589,2.2981911145592515,20,2111.0,0.056960930495948706,20,2111.0
