step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,tl_1_stopped,tl_1_accumulated_waiting_time,tl_1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,6.011386329321456,0,0.0,0.4435979900076564,0,0.0
10.0,1,0.0,0.0,10.79756695477384,1,0.0,0.7936767873185301,1,0.0
15.0,0,0.0,0.0,11.265795476537647,0,0.0,0.808128174162897,0,0.0
20.0,1,0.0,0.0,11.279905846982627,1,0.0,0.8084908849176943,1,0.0
25.0,1,0.0,0.0,10.410130747227834,1,0.0,0.7496779861106466,1,0.0
30.0,5,9.0,0.225,8.760686509109304,5,9.0,0.6472462973302595,5,9.0
35.0,10,41.0,0.9111111111111111,7.394654869750671,8,31.0,0.5422971565345326,8,31.0
40.0,12,90.0,1.6666666666666667,8.12259641559447,10,70.0,0.5521033362328175,10,70.0
45.0,12,121.0,2.086206896551724,8.427863675512242,12,121.0,0.5477247543129388,12,121.0
50.0,11,68.0,1.0461538461538462,7.932080941075803,11,104.0,0.5103164858629287,11,104.0
55.0,24,152.0,2.111111111111111,7.289716578848033,22,151.0,0.42778832106979786,22,151.0
60.0,28,274.0,3.971014492753623,6.591741915804396,26,262.0,0.40330953813319353,26,262.0
65.0,33,430.0,5.972222222222222,6.3327112584958485,31,408.0,0.37794731245743585,31,408.0
70.0,37,561.0,7.48,5.343155533830082,37,572.0,0.3021145093663353,37,572.0
75.0,35,399.0,4.807228915662651,4.56798738126211,35,625.0,0.250995048707195,35,625.0
80.0,22,159.0,1.8275862068965518,6.507234891805178,22,535.0,0.3629683237887339,22,535.0
85.0,14,122.0,1.3707865168539326,7.1312688035903555,13,475.0,0.41405679791505073,13,475.0
90.0,16,172.0,1.8695652173913044,7.7318064022302755,14,444.0,0.42835094890861714,14,444.0
95.0,24,270.0,2.783505154639175,7.309307691938723,22,505.0,0.39561875491830517,22,505.0
100.0,32,374.0,3.7777777777777777,6.1238176463403295,32,630.0,0.29592881390095366,32,630.0
105.0,31,266.0,2.8,5.443398584370909,31,626.0,0.29397946591769625,31,626.0
110.0,41,426.0,4.391752577319588,4.806979006721011,39,704.0,0.24233039119303243,39,704.0
115.0,52,656.0,6.4950495049504955,4.836228702235422,50,918.0,0.24690993512100629,50,918.0
120.0,60,910.0,8.75,4.491843602039332,59,1175.0,0.224783333277536,59,1175.0
125.0,63,1173.0,10.962616822429906,4.327582953878645,63,1445.0,0.2154293844954968,63,1445.0
130.0,67,1493.0,13.953271028037383,4.1301705699677544,67,1750.0,0.21844550107436503,67,1750.0
135.0,71,1834.0,16.825688073394495,3.0958294770135537,71,2091.0,0.16301231330135624,71,2091.0
140.0,71,1669.0,15.172727272727272,2.604766313994384,71,2219.0,0.13912839800089516,71,2219.0
145.0,65,1214.0,10.116666666666667,3.7719904417529047,65,2105.0,0.167686140040246,65,2105.0
150.0,51,831.0,6.811475409836065,4.2760222814795,49,2119.0,0.20628041243798456,49,2119.0
155.0,46,536.0,4.32258064516129,4.756858847092325,44,2166.0,0.23116878611619326,44,2166.0
160.0,40,385.0,2.9615384615384617,4.669429068517773,40,2369.0,0.2171890155074666,40,2369.0
165.0,37,227.0,1.7328244274809161,4.5617398616955835,37,2458.0,0.2309010320990524,37,2458.0
170.0,45,372.0,2.883720930232558,3.883623127416355,43,2599.0,0.1961474899504809,43,2599.0
175.0,59,624.0,4.763358778625954,3.4219442843162247,58,2846.0,0.15228012102232455,58,2846.0
180.0,70,934.0,7.184615384615385,2.8218816937698494,70,3166.0,0.11429289876023702,70,3166.0
185.0,73,981.0,7.007142857142857,2.613971871372414,73,3231.0,0.11211863056373507,73,3231.0
190.0,70,843.0,5.9787234042553195,3.6427957790230368,70,3012.0,0.16477149386816248,70,3012.0
195.0,66,802.0,5.6879432624113475,3.875209020392802,64,2864.0,0.169269739625046,64,2864.0
200.0,61,712.0,4.910344827586207,3.7309340338183143,61,3167.0,0.16248721400667482,61,3167.0
205.0,61,551.0,3.6733333333333333,3.8035040067384127,61,3355.0,0.16906728704762056,61,3355.0
210.0,66,565.0,3.7417218543046356,3.4389752370934223,64,3622.0,0.13312956391138644,64,3622.0
215.0,66,621.0,4.195945945945946,2.852136909037606,65,3937.0,0.11178646376979413,65,3937.0
220.0,76,850.0,5.592105263157895,2.36821719483425,74,4275.0,0.09646734959621292,74,4275.0
225.0,80,1081.0,7.158940397350993,2.4383510023029222,80,4658.0,0.10921250804793549,80,4658.0
230.0,77,1090.0,7.077922077922078,2.4028700061649273,77,4694.0,0.10895256535797004,77,4694.0
235.0,71,913.0,5.928571428571429,3.032843340707203,71,4193.0,0.12667145552294606,71,4193.0
240.0,71,843.0,5.369426751592357,3.23490296118224,69,4176.0,0.13441627255966307,69,4176.0
245.0,73,788.0,4.925,2.803367770808118,73,4525.0,0.10546212495350038,73,4525.0
250.0,72,733.0,4.5246913580246915,2.7290726405511547,72,4834.0,0.09639980023640567,72,4834.0
255.0,82,758.0,4.538922155688622,2.689179895750651,81,5217.0,0.09082149689498309,81,5217.0
260.0,84,815.0,5.0,2.51842649542291,83,5618.0,0.10742223644863322,83,5618.0
265.0,81,932.0,5.788819875776397,2.435958478989655,81,6022.0,0.10218524176807853,81,6022.0
270.0,69,832.0,5.2,2.5391628152998664,69,5995.0,0.11371982085425675,69,5995.0
275.0,56,590.0,3.7579617834394905,3.075806199400266,55,5561.0,0.13948498921893573,55,5561.0
280.0,59,517.0,3.1717791411042944,3.1379790407191526,57,5438.0,0.12716321532373662,57,5438.0
285.0,68,548.0,3.3212121212121213,2.830041319136597,66,5566.0,0.10410144131226573,66,5566.0
290.0,70,593.0,3.488235294117647,2.9790910524708463,68,5618.0,0.10190296199694313,68,5618.0
295.0,79,702.0,4.129411764705883,3.2703422290426327,77,5720.0,0.12676085098709286,77,5720.0
300.0,79,786.0,4.734939759036145,3.205051047672581,79,6108.0,0.13664215937496293,79,6108.0
305.0,69,740.0,4.625,3.0658487937035175,69,6384.0,0.14730640124106736,69,6384.0
310.0,69,897.0,5.60625,3.2408859940012276,67,6653.0,0.14877050229356392,67,6653.0
315.0,72,1111.0,7.121794871794871,2.836643165106494,70,6980.0,0.12444849616481747,70,6980.0
320.0,88,1497.0,9.658064516129032,2.398097168347051,88,7382.0,0.10488648120268355,88,7382.0
325.0,94,1554.0,9.592592592592593,1.993410045889969,94,7380.0,0.07587180015563445,94,7380.0
330.0,83,1380.0,8.263473053892216,2.8690547594998312,83,6913.0,0.10755279899938143,83,6913.0
335.0,80,1314.0,7.821428571428571,3.4695279421373932,79,6685.0,0.12641581989268885,79,6685.0
340.0,81,1266.0,7.4035087719298245,3.156555391832154,81,6972.0,0.12140016818104594,81,6972.0
345.0,78,1052.0,6.045977011494253,3.10807510209562,78,7260.0,0.12195380348944015,78,7260.0
350.0,86,1040.0,6.117647058823529,2.7652133702996426,84,7607.0,0.10858621492346895,84,7607.0
355.0,91,1099.0,6.541666666666667,2.4955281442946835,89,8031.0,0.08065851167124456,89,8031.0
360.0,88,1134.0,7.132075471698113,2.0207134877457893,88,8471.0,0.07631527948729039,88,8471.0
365.0,73,896.0,5.530864197530864,2.2225745036399633,73,8392.0,0.09998963411922941,73,8392.0
370.0,59,617.0,3.85625,3.2720784538726035,59,7785.0,0.1467987408045598,59,7785.0
375.0,62,605.0,3.734567901234568,3.3431545720704308,61,7359.0,0.14770065837822743,61,7359.0
380.0,62,585.0,3.502994011976048,3.6294042820004355,60,7220.0,0.14498898637727775,60,7220.0
385.0,66,621.0,3.61046511627907,3.332332340682021,66,7458.0,0.12483547973124609,66,7458.0
390.0,66,494.0,2.923076923076923,3.1863877062686625,66,7672.0,0.12107747944892916,66,7672.0
395.0,76,608.0,3.707317073170732,2.770024388852711,75,7960.0,0.1075890004757322,75,7960.0
400.0,82,771.0,4.644578313253012,2.6443437113263095,80,8334.0,0.10364260812773944,80,8334.0
405.0,75,930.0,5.77639751552795,2.7806321609606557,75,8711.0,0.1269628831220458,75,8711.0
410.0,68,868.0,5.493670886075949,2.8285751254747566,68,8556.0,0.13592978780167386,68,8556.0
415.0,66,730.0,4.506172839506172,3.2432242967708116,66,7828.0,0.13922302375356152,66,7828.0
420.0,67,713.0,4.374233128834356,3.1493447774785057,65,7658.0,0.1394211293468497,65,7658.0
425.0,68,661.0,3.9819277108433737,2.8185047451372456,68,7900.0,0.11160540225336396,68,7900.0
430.0,72,608.0,3.5555555555555554,2.5841719874382614,72,8145.0,0.09146002390546575,72,8145.0
435.0,84,703.0,4.063583815028902,2.55434184989604,82,8503.0,0.0851368960317626,82,8503.0
440.0,85,852.0,4.982456140350878,2.5228706331108133,84,8913.0,0.102208467019635,84,8913.0
445.0,90,1016.0,6.157575757575757,2.2203652825901505,88,9343.0,0.09933198757321733,88,9343.0
450.0,86,1209.0,7.41717791411043,2.2035967365972224,86,9776.0,0.09852719528130165,86,9776.0
455.0,80,1143.0,7.055555555555555,2.3945915393317447,80,9611.0,0.11077056417834082,80,9611.0
460.0,76,967.0,5.86060606060606,2.5184633994945145,76,8915.0,0.102764823477972,76,8915.0
465.0,76,936.0,5.604790419161676,3.019495774103714,76,8195.0,0.10341986412651241,76,8195.0
470.0,81,883.0,5.074712643678161,2.8289627550334635,81,8497.0,0.0890020506212922,81,8497.0
475.0,82,835.0,4.744318181818182,2.961434390204978,82,8810.0,0.10756874858736507,82,8810.0
480.0,91,873.0,5.046242774566474,2.82702386804018,89,9209.0,0.1044172521009733,89,9209.0
485.0,87,950.0,5.688622754491018,2.6354462477936043,85,9641.0,0.11036497252767172,85,9641.0
490.0,87,1042.0,6.432098765432099,2.454369343890624,85,10058.0,0.10814793393052365,85,10058.0
495.0,78,1082.0,6.80503144654088,2.185636327387159,78,10458.0,0.10156968701128226,78,10458.0
500.0,77,978.0,6.229299363057325,2.0644368278933705,77,10234.0,0.0921771327357627,77,10234.0
505.0,78,868.0,5.325153374233129,2.337344323797548,78,9308.0,0.09407166773338257,78,9308.0
510.0,69,795.0,4.732142857142857,2.7386137970476545,68,9048.0,0.11433054450331989,68,9048.0
515.0,74,792.0,4.578034682080925,3.220106493303221,72,8962.0,0.12470285108819823,72,8962.0
520.0,79,783.0,4.474285714285714,3.1632827629197626,79,9247.0,0.11858928494279096,79,9247.0
525.0,76,633.0,3.617142857142857,3.2038171913396236,76,9503.0,0.12829202568008208,76,9503.0
530.0,83,735.0,4.349112426035503,2.8538313769504304,81,9834.0,0.1143312831020715,81,9834.0
535.0,80,866.0,5.37888198757764,2.516000926396602,78,10210.0,0.10439686758576021,78,10210.0
