step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,tl_1_stopped,tl_1_accumulated_waiting_time,tl_1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,5.49023293839169,0,0.0,0.40370345713993544,0,0.0
10.0,1,0.0,0.0,10.460952115637985,1,0.0,0.7633976029435297,1,0.0
15.0,0,0.0,0.0,11.328600725659966,0,0.0,0.8222332497544642,0,0.0
20.0,1,0.0,0.0,11.026851198773892,1,0.0,0.7979641167589381,1,0.0
25.0,1,0.0,0.0,10.600338200393908,1,0.0,0.7692413045220966,1,0.0
30.0,6,8.0,0.2,8.847633621202561,6,8.0,0.6501143381672957,6,8.0
35.0,12,47.0,1.0444444444444445,7.743321453546115,10,39.0,0.5510608661351416,10,39.0
40.0,11,86.0,1.5925925925925926,7.987652106983361,9,71.0,0.546208262523779,9,71.0
45.0,12,114.0,1.9655172413793103,8.11603345181258,12,117.0,0.5341574176766833,12,117.0
50.0,10,49.0,0.7538461538461538,7.472274085455079,10,97.0,0.4810548639531386,10,97.0
55.0,25,134.0,1.8611111111111112,7.034092662194208,23,140.0,0.419331542864748,23,140.0
60.0,26,249.0,3.557142857142857,7.177811678499868,24,234.0,0.461319234758205,24,234.0
65.0,28,360.0,5.0,5.932368072723039,28,363.0,0.3493732377870529,28,363.0
70.0,28,250.0,3.3333333333333335,5.449039975750005,28,416.0,0.31588020018708657,28,416.0
75.0,15,79.0,0.9404761904761905,6.573658719289912,15,343.0,0.36590974091438483,15,343.0
80.0,13,91.0,1.058139534883721,7.016986404481774,11,307.0,0.4262226933304741,11,307.0
85.0,22,175.0,1.9662921348314606,7.188842881322222,20,347.0,0.42113686232665415,20,347.0
90.0,27,295.0,3.2065217391304346,7.46996288020033,25,444.0,0.4298436316550645,25,444.0
95.0,31,431.0,4.536842105263158,7.218189008234879,29,562.0,0.40249766081587646,29,562.0
100.0,33,583.0,6.336956521739131,6.446966825273633,31,704.0,0.35211677712351136,31,704.0
105.0,36,724.0,7.78494623655914,6.3587922086242,34,855.0,0.34172674228200844,34,855.0
110.0,33,823.0,8.484536082474227,6.16168082233591,31,992.0,0.3236923273901129,31,992.0
115.0,37,990.0,9.9,6.389588650917448,35,1146.0,0.33891997755686515,35,1146.0
120.0,41,1174.0,11.74,6.194315704662682,39,1323.0,0.3210219142872201,39,1323.0
125.0,44,1375.0,13.480392156862745,6.439962314080779,42,1519.0,0.33587042088396235,42,1519.0
130.0,36,1398.0,13.572815533980583,6.696951984686461,35,1608.0,0.3540048419616019,35,1608.0
