step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,tl_1_stopped,tl_1_accumulated_waiting_time,tl_1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,4.906735006643325,0,0.0,0.35233051516510683,0,0.0
10.0,1,0.0,0.0,10.690474607276572,1,0.0,0.7643501770841055,1,0.0
15.0,0,0.0,0.0,11.332590103155077,0,0.0,0.8159305846020697,0,0.0
20.0,1,0.0,0.0,10.912651224990524,1,0.0,0.7903606640932198,1,0.0
25.0,1,0.0,0.0,10.530708019919992,1,0.0,0.7823986766599718,1,0.0
30.0,6,6.0,0.15,8.972472769870501,5,4.0,0.6694860065250982,5,4.0
35.0,11,33.0,0.7333333333333333,8.256155874653137,11,33.0,0.5723760975674758,11,33.0
40.0,14,89.0,1.6481481481481481,7.627263636973299,14,89.0,0.49236671636849355,14,89.0
45.0,17,165.0,2.8448275862068964,7.69878427987303,17,165.0,0.49577721604261543,17,165.0
50.0,13,62.0,0.96875,6.443532846695475,13,175.0,0.43362390830729414,13,175.0
55.0,9,17.0,0.25,6.871167241152179,7,150.0,0.47299739169233707,7,150.0
60.0,12,62.0,0.9117647058823529,7.288067410595175,10,155.0,0.4791418621582521,10,155.0
65.0,22,151.0,2.0684931506849313,6.710904545681403,20,230.0,0.41421312421012135,20,230.0
70.0,25,264.0,3.3417721518987342,7.115687680886384,23,311.0,0.39967716365314376,23,311.0
75.0,16,216.0,2.4545454545454546,6.863962806436012,14,334.0,0.38043282792726335,14,334.0
80.0,22,302.0,3.393258426966292,7.26672290075376,20,402.0,0.408574207659929,20,402.0
85.0,26,403.0,4.632183908045977,7.081599330262643,24,457.0,0.4083692429481676,24,457.0
90.0,24,356.0,3.9555555555555557,6.779501840520993,24,564.0,0.36845437045592194,24,564.0
95.0,23,186.0,2.0217391304347827,6.177383655179234,23,544.0,0.3421999414997383,23,544.0
100.0,38,333.0,3.5425531914893615,5.400734329897784,36,562.0,0.272006552075095,36,562.0
105.0,49,554.0,5.956989247311828,5.10119945174768,47,755.0,0.24321359943151524,47,755.0
110.0,50,776.0,8.083333333333334,4.796616202941004,48,981.0,0.24166807647033245,48,981.0
115.0,58,1001.0,10.01,4.384939122380637,58,1241.0,0.21721539714852234,58,1241.0
120.0,54,873.0,8.475728155339805,4.189094963943716,54,1309.0,0.21302222279108743,54,1309.0
125.0,42,558.0,5.365384615384615,5.165082443422053,42,1183.0,0.27514705682336327,42,1183.0
130.0,34,338.0,3.219047619047619,5.520465023489633,32,1197.0,0.29321953764945946,32,1197.0
135.0,29,267.0,2.4272727272727272,5.19606991545917,27,1237.0,0.24419791021340942,27,1237.0
140.0,34,314.0,2.754385964912281,5.458890835394128,32,1291.0,0.25888903842763766,32,1291.0
145.0,43,467.0,3.9243697478991595,5.468300962637899,41,1362.0,0.2651825824271383,41,1362.0
150.0,45,674.0,5.760683760683761,5.498037827745452,43,1496.0,0.27525156059927264,43,1496.0
155.0,48,892.0,7.559322033898305,5.613024683520977,46,1670.0,0.28915409880040105,46,1670.0
160.0,50,1115.0,9.291666666666666,5.345324306094609,48,1876.0,0.2578758211994692,48,1876.0
165.0,55,1370.0,11.416666666666666,5.391893453836942,53,2093.0,0.26716466066063516,53,2093.0
170.0,50,1540.0,12.62295081967213,5.215320225757509,48,2274.0,0.25485411475613895,48,2274.0
175.0,50,1365.0,11.188524590163935,4.796214212131853,50,2468.0,0.2204781044170897,50,2468.0
180.0,43,864.0,7.081967213114754,4.230156161291532,43,2425.0,0.1902493191209379,43,2425.0
185.0,51,928.0,7.1937984496124034,3.98436292230849,49,2388.0,0.18691415323751423,49,2388.0
190.0,69,1227.0,9.661417322834646,3.9033852472894197,67,2606.0,0.19275764385616598,67,2606.0
195.0,74,1550.0,12.015503875968992,3.725671039053508,72,2879.0,0.16429453892131884,72,2879.0
200.0,81,1928.0,14.606060606060606,3.568203270829161,79,3215.0,0.1462052997432976,79,3215.0
205.0,94,2362.0,17.496296296296297,2.9712520362416837,92,3635.0,0.12566047134116806,92,3635.0
210.0,101,2845.0,21.074074074074073,2.3898592603121434,99,4108.0,0.09829219465441155,99,4108.0
215.0,106,3364.0,24.735294117647058,2.0650013459197374,104,4617.0,0.08361324126964059,104,4617.0
