step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,tl_stopped,tl_accumulated_waiting_time,tl_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,5.387124327672646,0,0.0,0.4242153891481553,0,0.0
10.0,2,0.0,0.0,10.447300187174008,1,0.0,0.7828784467689922,1,0.0
15.0,3,2.0,0.08695652173913043,5.8183517422442605,2,2.0,0.33764665305173686,2,2.0
20.0,13,43.0,1.72,4.394704185085713,12,43.0,0.13571068369902478,12,43.0
25.0,15,112.0,4.3076923076923075,3.6391073904961933,15,112.0,0.09870558222951413,15,112.0
30.0,19,197.0,6.793103448275862,2.1116795843753633,19,197.0,0.06830161103185185,19,197.0
35.0,16,223.0,6.96875,4.181198236720777,15,229.0,0.09998474321897229,15,229.0
40.0,17,304.0,9.212121212121213,4.158432531834285,17,304.0,0.11944286800794283,17,304.0
45.0,23,408.0,11.333333333333334,4.013244562894166,23,408.0,0.06519439319290997,23,408.0
50.0,25,525.0,15.441176470588236,2.674012109124074,25,525.0,0.06780257640163542,25,525.0
55.0,17,398.0,10.756756756756756,2.4469839322068014,17,501.0,0.06915152070910767,17,501.0
60.0,18,443.0,11.075,5.327234537697781,17,504.0,0.13704184940439754,17,504.0
65.0,17,522.0,12.13953488372093,4.91583919994598,17,562.0,0.12346868088606629,17,562.0
70.0,24,632.0,15.414634146341463,2.7767390682881867,24,672.0,0.08256334177886418,24,672.0
75.0,22,493.0,12.64102564102564,2.0122151174013365,20,638.0,0.06141644189158433,20,638.0
80.0,29,610.0,13.555555555555555,1.8627995857844455,24,693.0,0.041912944436154335,24,693.0
85.0,29,729.0,14.877551020408163,2.9298426440849252,27,818.0,0.0911105463619791,27,818.0
90.0,33,877.0,17.54,2.6187796679833046,30,958.0,0.0847770907970977,30,958.0
95.0,29,499.0,9.415094339622641,2.7275983559027472,24,758.0,0.07484653718193697,24,758.0
100.0,36,647.0,12.20754716981132,2.750103571396467,27,716.0,0.06018556743245096,27,716.0
105.0,38,825.0,15.0,2.813236650809288,28,826.0,0.05325674953653695,28,826.0
110.0,36,998.0,18.48148148148148,2.3454327312389345,28,966.0,0.01642790234496332,28,966.0
115.0,42,1202.0,23.115384615384617,1.4959784351948298,31,1118.0,0.03466799463658992,31,1118.0
