step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,tl_stopped,tl_accumulated_waiting_time,tl_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,5.694667236324,0,0.0,0.4250980783648512,0,0.0
10.0,1,0.0,0.0,10.7311856098383,1,0.0,0.7793608528300306,1,0.0
15.0,0,0.0,0.0,11.126994850457654,0,0.0,0.7990667393817333,0,0.0
20.0,1,0.0,0.0,11.117581302069084,1,0.0,0.8037622841301192,1,0.0
25.0,1,0.0,0.0,10.585801696523077,1,0.0,0.7728444256815489,1,0.0
30.0,5,8.0,0.2,8.065895403063227,5,8.0,0.6115243387113655,5,8.0
35.0,12,48.0,1.0666666666666667,7.986935750871358,10,38.0,0.5720223142807139,10,38.0
40.0,13,94.0,1.7407407407407407,8.367368026459925,11,74.0,0.5761580551664158,11,74.0
45.0,11,141.0,2.4310344827586206,9.45686105269785,9,111.0,0.6291967442948497,9,111.0
50.0,16,171.0,2.590909090909091,8.101378269055052,16,171.0,0.4772667314670551,16,171.0
55.0,15,84.0,1.2,7.805704663812956,15,150.0,0.4785953866362205,15,150.0
60.0,22,176.0,2.4788732394366195,7.432656385650521,20,187.0,0.43428596633832695,20,187.0
65.0,28,300.0,4.285714285714286,6.48966464150406,26,287.0,0.3752814547368325,26,287.0
70.0,33,439.0,5.9324324324324325,5.949929379604991,31,413.0,0.3268859525762694,31,413.0
75.0,38,591.0,7.296296296296297,5.360062881246968,37,573.0,0.29297076695002455,37,573.0
80.0,45,795.0,9.352941176470589,5.264197668165232,44,772.0,0.29717679460943053,44,772.0
85.0,48,977.0,11.494117647058824,4.857027527963492,48,978.0,0.28852603565229323,48,978.0
90.0,52,1218.0,14.0,4.442879439160728,52,1219.0,0.25426501314562044,52,1219.0
95.0,58,1486.0,16.32967032967033,3.4890505481769427,58,1487.0,0.2138458275851089,58,1487.0
100.0,63,1784.0,18.391752577319586,3.3862479125529967,63,1785.0,0.19179966558544806,63,1785.0
105.0,67,2108.0,21.292929292929294,3.1934381471681665,67,2109.0,0.16973034440200413,67,2109.0
110.0,63,1730.0,16.32075471698113,3.1706303274886833,63,2195.0,0.16323689894738572,63,2195.0
