step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,system_total_time_loss,system_mean_time_loss,system_total_depart_delay,system_mean_depart_delay,tl_stopped,tl_accumulated_waiting_time,tl_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,1,0.0,0.0,4.894492329979937,28.24073695325611,1.8827157968837407,15.4,1.0266666666666666,0,0.0,0.4240372420836702,0,0.0
10.0,2,0.0,0.0,9.793866775825993,56.24017787145999,2.678103708164761,23.396000000000004,1.114095238095238,1,0.0,0.7695913310947623,1,0.0
15.0,3,4.0,0.13333333333333333,7.220002524665905,107.16200614122837,3.57206687137428,29.706000000000007,0.9902000000000001,3,4.0,0.3417881331749735,3,4.0
20.0,10,37.0,0.9736842105263158,7.923226094464577,178.5497961634345,4.698678846406172,45.281,1.1916052631578946,9,37.0,0.4376790978808346,9,37.0
25.0,12,84.0,1.8666666666666667,6.986872090888923,266.24330814819115,5.916517958848692,55.416000000000004,1.2314666666666667,11,84.0,0.2834859147866356,11,84.0
30.0,18,155.0,3.1,6.418621386211035,352.8540274491753,7.057080548983506,67.14299999999999,1.3428599999999997,17,155.0,0.24730964378758286,17,155.0
35.0,20,241.0,4.381818181818182,6.189950826723747,475.9125287655863,8.652955068465205,93.05599999999998,1.6919272727272727,19,241.0,0.21620241629411222,19,241.0
40.0,28,347.0,5.783333333333333,5.528027094818564,606.9290814302655,10.115484690504424,98.78099999999999,1.6463499999999998,26,347.0,0.20759813488170775,26,347.0
45.0,29,470.0,7.4603174603174605,5.365224271836758,754.3928009935022,11.974488904658767,122.94699999999997,1.9515396825396827,28,470.0,0.20823177375515725,28,470.0
50.0,33,613.0,9.430769230769231,4.608386741537884,903.7024197398832,13.903114149844356,136.10899999999998,2.0939846153846156,31,613.0,0.13637393596127964,31,613.0
55.0,36,783.0,11.347826086956522,4.437065416743458,1107.6779061827572,16.0533029881559,151.87699999999995,2.2011159420289856,35,783.0,0.1349827337608537,35,783.0
60.0,40,966.0,13.054054054054054,3.8162797242178876,1325.2858446146045,17.909268170467623,164.561,2.2237972972972972,39,966.0,0.09336309360098419,39,966.0
65.0,48,1187.0,15.826666666666666,3.238150891105683,1548.0719026788333,20.64095870238445,183.47999999999996,2.4463999999999997,47,1187.0,0.08266758860505301,47,1187.0
70.0,32,631.0,7.790123456790123,4.27665175691512,1800.1729412038244,22.22435729881265,192.40699999999998,2.375395061728395,29,949.0,0.14985564469800747,29,949.0
75.0,29,721.0,8.28735632183908,5.934851742503125,2046.1292813166801,23.518727371456098,218.36399999999998,2.509931034482759,28,835.0,0.2227686330969796,28,835.0
80.0,36,876.0,9.626373626373626,5.200141578926952,2157.183512754477,23.705313326972266,243.385,2.6745604395604397,30,872.0,0.16232447858522298,30,872.0
85.0,39,1048.0,11.909090909090908,5.0970903416445115,2034.8452988219426,23.123242032067527,264.20300000000003,3.0023068181818187,35,1037.0,0.1309841872522526,35,1037.0
90.0,40,1225.0,14.411764705882353,4.798723225396885,1988.027188727656,23.388555161501838,282.375,3.322058823529411,40,1225.0,0.0870921013165331,40,1225.0
95.0,47,1433.0,17.475609756097562,4.5475503269522735,2102.921957562788,25.645389726375477,280.66900000000004,3.422792682926829,45,1433.0,0.12111944190540784,45,1433.0
100.0,33,1269.0,16.063291139240505,4.582965647587345,2072.9833280378657,26.240295291618555,264.869,3.3527721518987343,33,1356.0,0.13093913375164984,33,1356.0
105.0,36,1389.0,16.341176470588234,5.884946546356486,2264.8312073040165,26.645073027106072,306.7799999999999,3.6091764705882343,36,1449.0,0.14380917307069652,36,1449.0
110.0,37,1554.0,17.65909090909091,5.1851419632520805,2408.9215832524583,27.374108900596124,306.82099999999997,3.4866022727272723,35,1596.0,0.13421675794115315,35,1596.0
115.0,49,1769.0,21.05952380952381,3.983098569601273,2381.6643210044936,28.353146678624928,334.21500000000003,3.97875,44,1793.0,0.1270183259664752,44,1793.0
120.0,42,1069.0,12.879518072289157,3.202125881887105,2505.6313668862667,30.188329721521292,392.139,4.724566265060241,40,1612.0,0.07140217389666907,40,1612.0
125.0,39,692.0,8.439024390243903,4.644005721503372,2725.287916297217,33.23521849142948,368.893,4.4986951219512195,38,1469.0,0.15164671749314151,38,1469.0
130.0,36,572.0,6.651162790697675,4.845219224311931,2967.0537723042394,34.50062525935163,434.29699999999997,5.04996511627907,35,1282.0,0.1389858447566762,35,1282.0
135.0,43,768.0,8.170212765957446,5.097498124299277,2931.60745414047,31.187313341919893,564.836,6.008893617021276,40,1163.0,0.18591010859881252,40,1163.0
