step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J5_stopped,J5_accumulated_waiting_time,J5_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,5.132307135704906,0,0.0,0.40903302158887805,0,0.0
10.0,2,0.0,0.0,9.867217812929201,1,0.0,0.7561949516237889,1,0.0
15.0,2,4.0,0.18181818181818182,6.259053568865074,2,4.0,0.3716120744142128,2,4.0
20.0,12,47.0,1.8076923076923077,4.569729334549448,12,47.0,0.12877105759560953,12,47.0
25.0,15,117.0,4.333333333333333,4.67041133627606,15,117.0,0.1719473677299234,15,117.0
30.0,13,158.0,6.583333333333333,2.038644275755541,13,173.0,0.034537067147094196,13,173.0
35.0,17,241.0,8.607142857142858,3.1229874440145102,17,241.0,0.06379650355789118,17,241.0
40.0,18,327.0,10.9,3.447149297998999,18,327.0,0.10340115429107058,18,327.0
45.0,21,425.0,14.166666666666666,2.176199161078058,21,425.0,0.012279087431520482,21,425.0
50.0,17,346.0,10.8125,2.1228320084913666,16,409.0,0.08694037172406757,16,409.0
55.0,21,441.0,12.25,3.9021425364008997,18,427.0,0.08923144873121314,18,427.0
60.0,23,543.0,14.675675675675675,4.441639709061266,19,518.0,0.024184430295569423,19,518.0
65.0,24,647.0,17.486486486486488,3.1904119654637437,20,615.0,0.04594319172777225,20,615.0
70.0,26,772.0,21.444444444444443,2.7624356539221684,21,720.0,0.09422909300146458,21,720.0
75.0,28,788.0,21.88888888888889,2.1717320537024665,21,769.0,0.06267228609092214,21,769.0
80.0,25,692.0,17.743589743589745,2.1471562827007498,18,749.0,0.03556638138793947,18,749.0
85.0,22,707.0,17.24390243902439,3.5632495117351506,19,781.0,0.14276449866997196,19,781.0
90.0,21,777.0,18.951219512195124,3.3019173618763697,20,890.0,0.10887587909269912,20,890.0
95.0,19,483.0,10.977272727272727,2.6117848128706735,18,777.0,0.031211092928434218,18,777.0
100.0,14,437.0,9.71111111111111,4.947553040903851,14,646.0,0.15039420242424167,14,646.0
105.0,20,526.0,10.73469387755102,5.9847624255171326,17,680.0,0.08252252480624449,17,680.0
110.0,26,639.0,15.214285714285714,4.095433692072936,20,773.0,0.05074922497118723,20,773.0
115.0,27,754.0,18.85,2.6568201971194085,21,861.0,0.07429911469139883,21,861.0
120.0,30,892.0,23.473684210526315,2.3727162642574373,22,969.0,0.0802866062527406,22,969.0
125.0,30,1036.0,26.564102564102566,1.4852556896858333,23,1083.0,0.014528228289543322,23,1083.0
130.0,34,1197.0,29.925,1.1339138002086049,27,1214.0,0.06392312699968136,27,1214.0
135.0,34,1220.0,28.372093023255815,1.3220634029513954,26,1261.0,0.08798260975065475,26,1261.0
140.0,33,1375.0,31.976744186046513,2.318469404051566,27,1332.0,0.09202077764138662,27,1332.0
145.0,35,1546.0,34.355555555555554,2.0841039792691842,29,1473.0,0.02404515039649435,29,1473.0
150.0,39,1726.0,37.52173913043478,1.6802753649587665,31,1623.0,2.3304651804536186e-05,31,1623.0
155.0,38,1912.0,42.48888888888889,1.2263699136229143,32,1779.0,0.013548009714936745,32,1779.0
160.0,28,1751.0,36.479166666666664,2.033258241630358,22,1698.0,0.06708647707724419,22,1698.0
165.0,31,1849.0,36.98,3.631866066138305,22,1681.0,0.08365548780701258,22,1681.0
