step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,system_total_time_loss,system_mean_time_loss,system_total_depart_delay,system_mean_depart_delay,tl_stopped,tl_accumulated_waiting_time,tl_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,5.534246407642162,28.376298578337348,2.026878469881239,15.0,1.0714285714285714,0,0.0,0.4209929004916006,0,0.0
10.0,4,0.0,0.0,8.13192821833803,55.56981349180267,2.3154088954917778,26.29,1.0954166666666667,2,0.0,0.6731930779989823,2,0.0
15.0,2,2.0,0.06896551724137931,7.612709971570625,103.07561268810512,3.554331472003625,30.439,1.0496206896551725,2,2.0,0.4779849788349903,2,2.0
20.0,8,32.0,0.8421052631578947,7.239412460640326,174.0296108584472,4.579726601538084,48.75299999999999,1.2829736842105264,8,32.0,0.3781421396765429,8,32.0
25.0,15,86.0,1.9111111111111112,6.5708518793802835,265.8029379162298,5.906731953693996,65.689,1.4597555555555557,13,86.0,0.27717182528404916,13,86.0
30.0,23,170.0,3.269230769230769,4.984461813615772,385.16610695659773,7.407040518396111,67.989,1.3074807692307693,22,169.0,0.2043261228191489,22,169.0
35.0,20,200.0,3.9215686274509802,5.37034390854884,510.8393030698971,10.016456922939158,82.59799999999998,1.6195686274509804,19,208.0,0.23681407327947224,19,208.0
40.0,26,304.0,4.903225806451613,5.498099362312643,667.1090666111218,10.759823655018087,107.364,1.7316774193548388,23,303.0,0.20314316195935334,23,303.0
45.0,36,434.0,6.2898550724637685,5.471548427301047,829.6324260883321,12.023658349106263,121.02699999999997,1.7540144927536232,33,432.0,0.19919053072348955,33,432.0
50.0,34,589.0,8.295774647887324,4.695912936913808,956.2455630362998,13.46824736670845,147.565,2.078380281690141,31,578.0,0.18963604245317392,31,578.0
55.0,40,759.0,10.12,3.7780707575546453,1150.1612709687147,15.335483612916196,176.939,2.359186666666667,37,753.0,0.14982753799681353,37,753.0
60.0,48,964.0,12.68421052631579,3.0302484946341424,1354.4299505008012,17.821446717115805,180.75199999999998,2.3783157894736844,46,961.0,0.09674121571953463,46,961.0
65.0,31,480.0,6.075949367088608,4.274488852722224,1617.7118023597275,20.477364586831996,190.26499999999996,2.4084177215189873,30,785.0,0.1598475196304617,30,785.0
70.0,25,515.0,6.204819277108434,5.567183212164586,1821.388237175759,21.944436592479025,225.95099999999996,2.722301204819277,24,671.0,0.21790588365197408,24,671.0
75.0,31,654.0,7.186813186813187,5.795982870984879,2029.35656487218,22.30062159200197,237.47099999999998,2.609571428571429,29,691.0,0.16491200131423128,29,691.0
80.0,35,809.0,8.89010989010989,5.630636693494865,1842.7831330254671,20.250364099180956,277.6679999999999,3.0512967032967033,33,815.0,0.20371306026444894,33,815.0
85.0,40,989.0,12.3625,4.46419189906816,1695.0941859333843,21.1886773241673,258.536,3.231700000000001,37,983.0,0.16741108886307685,37,983.0
90.0,43,1186.0,13.952941176470588,3.936385696253178,1834.6181355014244,21.583742770604992,297.20899999999995,3.496576470588236,41,1180.0,0.12552276482289915,41,1180.0
95.0,47,1395.0,16.03448275862069,4.15843509058,2029.6711365355002,23.329553293511495,296.522,3.408298850574713,46,1395.0,0.13171668763227995,46,1395.0
100.0,52,1638.0,19.046511627906977,3.17560645686034,2251.135604492036,26.175995401070182,263.96299999999997,3.0693372093023257,52,1638.0,0.0750310043718492,52,1638.0
105.0,56,1593.0,16.9468085106383,3.291011272527097,2516.0207594688463,26.766178292221763,284.9959999999999,3.031872340425532,54,1784.0,0.08322714008200757,54,1784.0
110.0,49,1776.0,19.096774193548388,3.679321984717116,2715.817558709025,29.202339340957263,277.0349999999999,2.9788709677419356,48,1878.0,0.1127362185540896,48,1878.0
115.0,53,2032.0,20.73469387755102,4.1548133640339175,3019.530436006728,30.811535061293153,312.66999999999996,3.1905102040816327,53,2050.0,0.11197085018752959,53,2050.0
120.0,63,2323.0,21.91509433962264,4.010881116952816,3271.5248419477794,30.863441905167747,377.91499999999996,3.565235849056604,60,2317.0,0.11384999589855566,60,2317.0
125.0,72,2583.0,23.48181818181818,2.8784542520323493,3409.3209569766213,30.993826881605656,444.08999999999986,4.037181818181819,65,2576.0,0.0841043672862256,65,2576.0
130.0,79,2948.0,27.55140186915888,2.479348540532946,3700.108950682649,34.580457483015415,476.62299999999993,4.454420560747664,75,2929.0,0.06628334969950034,75,2929.0
135.0,54,1110.0,9.652173913043478,3.4935022367055133,4079.0963208368134,35.47040278988535,498.4489999999999,4.334339130434783,45,1870.0,0.1168875551790417,45,1870.0
